رقم_الطلب,تاريخ_التقديم,تاريخ_الإغلاق,الحي,نوع_الخدمة,التصنيف,قناة_التقديم,الحالة,مدة_المعالجة_أيام,تقييم_الرضا,موسم_ذروة
MKC-2028658,2023-04-05,2023-04-25,الهجرة,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مغلق - تم الحل,20.0,3.0,نعم
MKC-2028792,2023-04-05,2023-04-08,العتيبية,شكوى مركبات مهملة,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,3.0,4.0,نعم
MKC-2023334,2023-04-05,2023-04-15,المسفلة,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,10.0,,نعم
MKC-2025058,2023-04-05,,الحجون,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,قيد المعالجة,,,نعم
MKC-2027677,2023-04-05,2023-04-16,الكعكية,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب خدمة العملاء,محول لجهة أخرى,11.0,,نعم
MKC-2023216,2023-04-05,2023-04-27,الجميزة,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,22.0,3.0,نعم
MKC-2024768,2023-04-05,2023-05-16,الشوقية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,41.0,,نعم
MKC-2023887,2023-04-05,2023-04-15,الحجون,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مقبول ومنفذ,10.0,4.0,نعم
MKC-2027738,2023-04-05,2023-06-02,الزاهر,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,58.0,,نعم
MKC-2024550,2023-04-05,2023-04-09,الزاهر,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,4.0,4.0,نعم
MKC-2026898,2023-04-05,2023-04-14,العزيزية,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,9.0,,نعم
MKC-2026368,2023-04-06,2023-05-19,الكعكية,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,مقبول ومنفذ,43.0,3.0,نعم
MKC-2027187,2023-04-06,2023-04-13,الهجرة,شكوى إشغال طريق,شكوى,تطبيق بلدي,محول لجهة أخرى,7.0,,نعم
MKC-2024653,2023-04-06,2023-04-17,العزيزية,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,11.0,3.0,نعم
MKC-2026411,2023-04-06,2023-05-02,العزيزية,شكوى إنارة شوارع,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,26.0,3.0,نعم
MKC-2027704,2023-04-06,2023-04-13,جرول,ترخيص لافتات إعلانية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,7.0,3.0,نعم
MKC-2023678,2023-04-06,2023-04-19,جرول,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,13.0,5.0,نعم
MKC-2025779,2023-04-06,2023-05-05,العزيزية,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,محول لجهة أخرى,29.0,,نعم
MKC-2027616,2023-04-06,2023-06-19,المسفلة,ترخيص بناء,طلب ترخيص,مكتب خدمة العملاء,مرفوض,74.0,,نعم
MKC-2023301,2023-04-06,2023-06-04,النسيم,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,59.0,2.0,نعم
MKC-2028909,2023-04-06,2023-05-22,العتيبية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,46.0,,نعم
MKC-2027042,2023-04-06,2023-04-11,الششة,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,5.0,5.0,نعم
MKC-2024239,2023-04-06,2023-04-14,الشرائع,شكوى باعة متجولين,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,8.0,5.0,نعم
MKC-2025378,2023-04-06,2023-04-17,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,حساب X (تويتر),قيد المعالجة,11.0,,نعم
MKC-2024802,2023-04-06,2023-05-23,الزاهر,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مغلق - تم الحل,47.0,3.0,نعم
MKC-2023473,2023-04-06,2023-04-26,الشوقية,شكوى صرف صحي,شكوى,المركز الموحد 940,مغلق - تم الحل,20.0,4.0,نعم
MKC-2024188,2023-04-07,2023-04-20,الحجون,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,13.0,3.0,نعم
MKC-2025727,2023-04-07,2023-05-20,المسفلة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,43.0,,نعم
MKC-2026928,2023-04-07,2023-05-01,الحجون,ترخيص لافتات إعلانية,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,24.0,3.0,نعم
MKC-2026224,2023-04-07,2023-04-16,الهجرة,شكوى نظافة عامة,شكوى,تطبيق بلدي,محول لجهة أخرى,9.0,,نعم
MKC-2026811,2023-04-07,2023-04-14,أجياد,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,7.0,,نعم
MKC-2023917,2023-04-07,2023-04-16,الكعكية,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,9.0,4.0,نعم
MKC-2023763,2023-04-07,2023-04-21,العزيزية,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,14.0,4.0,نعم
MKC-2027427,2023-04-07,2023-04-12,المسفلة,شكوى باعة متجولين,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,5.0,4.0,نعم
MKC-2028226,2023-04-07,2023-05-22,الشوقية,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,45.0,3.0,نعم
MKC-2025333,2023-04-07,2023-04-15,العتيبية,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مرفوض,8.0,,نعم
MKC-2023670,2023-04-07,2023-04-12,أجياد,شكوى نظافة عامة,شكوى,حساب X (تويتر),مغلق - تم الحل,5.0,4.0,نعم
MKC-2024104,2023-04-07,2023-05-13,العتيبية,ترخيص بناء,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,36.0,1.0,نعم
MKC-2028902,2023-04-07,2023-05-26,الشوقية,ترخيص بناء,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,49.0,3.0,نعم
MKC-2027846,2023-04-07,2023-04-15,النسيم,شكوى صرف صحي,شكوى,المركز الموحد 940,محول لجهة أخرى,8.0,,نعم
MKC-2023340,2023-04-07,2023-04-19,المسفلة,طلب صيانة حديقة/ملعب,طلب صيانة,حساب X (تويتر),مرفوض,12.0,,نعم
MKC-2024116,2023-04-07,2023-04-21,النوارية,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,14.0,4.0,نعم
MKC-2026390,2023-04-07,2023-04-13,العزيزية,شكوى باعة متجولين,شكوى,حساب X (تويتر),مغلق - تم الحل,6.0,5.0,نعم
MKC-2027788,2023-04-07,2023-04-25,الحجون,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,18.0,3.0,نعم
MKC-2024053,2023-04-07,2023-04-10,الكعكية,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مغلق - تم الحل,3.0,4.0,نعم
MKC-2028240,2023-04-07,2023-04-13,الهجرة,طلب صيانة حديقة/ملعب,طلب صيانة,حساب X (تويتر),مرفوض,6.0,,نعم
MKC-2025236,2023-04-07,2023-05-01,الشوقية,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,24.0,3.0,نعم
MKC-2027848,2023-04-07,2023-04-20,الشوقية,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,13.0,5.0,نعم
MKC-2026571,2023-04-08,2023-04-12,النسيم,شكوى باعة متجولين,شكوى,مكتب خدمة العملاء,مرفوض,4.0,,نعم
MKC-2024367,2023-04-08,2023-04-15,الحجون,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,7.0,4.0,نعم
MKC-2023058,2023-04-08,2023-04-23,العزيزية,شكوى إشغال طريق,شكوى,تطبيق بلدي,مقبول ومنفذ,15.0,5.0,نعم
MKC-2023230,2023-04-08,2023-04-26,الجميزة,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,18.0,4.0,نعم
MKC-2027538,2023-04-08,2023-04-18,العزيزية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مقبول ومنفذ,10.0,4.0,نعم
MKC-2026025,2023-04-08,2023-04-29,الرصيفة,شكوى مركبات مهملة,شكوى,تطبيق بلدي,مغلق - تم الحل,21.0,3.0,نعم
MKC-2023309,2023-04-08,2023-04-20,أجياد,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,12.0,4.0,نعم
MKC-2026269,2023-04-08,2023-06-08,الجميزة,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,61.0,5.0,نعم
MKC-2023049,2023-04-08,2023-05-14,النوارية,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب فرعي بالحي,مرفوض,36.0,,نعم
MKC-2025713,2023-04-08,2023-04-18,الجميزة,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,10.0,4.0,نعم
MKC-2025007,2023-04-08,2023-04-16,النسيم,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مرفوض,8.0,,نعم
MKC-2023152,2023-04-08,2023-06-16,الزاهر,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,69.0,4.0,نعم
MKC-2023544,2023-04-08,2023-04-24,المسفلة,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,16.0,4.0,نعم
MKC-2024601,2023-04-08,2023-04-10,الرصيفة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مقبول ومنفذ,2.0,5.0,نعم
MKC-2026977,2023-04-08,2023-04-19,الهجرة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,11.0,,نعم
MKC-2025012,2023-04-08,2023-04-17,الشرائع,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مقبول ومنفذ,9.0,5.0,نعم
MKC-2028467,2023-04-08,2023-04-13,الشوقية,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,5.0,4.0,نعم
MKC-2024756,2023-04-08,2023-04-15,الشرائع,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,7.0,5.0,نعم
MKC-2026969,2023-04-09,2023-05-01,الزاهر,شكوى إنارة شوارع,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,22.0,4.0,نعم
MKC-2028063,2023-04-09,2023-05-08,العزيزية,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,29.0,3.0,نعم
MKC-2028362,2023-04-09,2023-04-20,أجياد,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مرفوض,11.0,,نعم
MKC-2026188,2023-04-09,2023-05-19,الششة,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مرفوض,40.0,,نعم
MKC-2024150,2023-04-09,2023-05-21,أجياد,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,42.0,2.0,نعم
MKC-2026606,2023-04-09,2023-05-04,الكعكية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,25.0,,نعم
MKC-2023127,2023-04-09,2023-04-30,النسيم,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مغلق - تم الحل,21.0,5.0,نعم
MKC-2023263,2023-04-09,2023-05-14,الشوقية,شكوى مركبات مهملة,شكوى,تطبيق بلدي,مرفوض,35.0,,نعم
MKC-2027675,2023-04-09,2023-05-07,الجميزة,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,28.0,2.0,نعم
MKC-2023203,2023-04-09,2023-05-04,الرصيفة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,25.0,,نعم
MKC-2025476,2023-04-09,2023-04-17,الحجون,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,8.0,3.0,نعم
MKC-2028756,2023-04-09,2023-04-22,بطحاء قريش,شكوى إنارة شوارع,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,13.0,4.0,نعم
MKC-2023805,2023-04-09,2023-04-15,العزيزية,شكوى صرف صحي,شكوى,تطبيق بلدي,محول لجهة أخرى,6.0,,نعم
MKC-2026900,2023-04-09,2023-04-27,بطحاء قريش,شكوى مركبات مهملة,شكوى,حساب X (تويتر),مغلق - تم الحل,18.0,2.0,نعم
MKC-2025605,2023-04-09,2023-04-14,المسفلة,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,5.0,,نعم
MKC-2026890,2023-04-09,2023-05-18,العزيزية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مرفوض,39.0,,نعم
MKC-2025183,2023-04-09,2023-05-06,الشوقية,شكوى مركبات مهملة,شكوى,تطبيق بلدي,محول لجهة أخرى,27.0,,نعم
MKC-2023416,2023-04-09,,الشرائع,شكوى إنارة شوارع,شكوى,تطبيق بلدي,قيد المعالجة,,,نعم
MKC-2028487,2023-04-09,2023-04-22,الحجون,شكوى إشغال طريق,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,13.0,4.0,نعم
MKC-2026162,2023-04-09,2023-05-30,الشرائع,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,51.0,2.0,نعم
MKC-2028942,2023-04-10,2023-04-17,أجياد,شكوى باعة متجولين,شكوى,تطبيق بلدي,مرفوض,7.0,,نعم
MKC-2026971,2023-04-10,2023-04-28,الشرائع,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مقبول ومنفذ,18.0,3.0,نعم
MKC-2024528,2023-04-10,2023-04-14,الزاهر,تجديد رخصة تجارية,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,4.0,4.0,نعم
MKC-2024164,2023-04-10,2023-04-14,الشرائع,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,نعم
MKC-2027368,2023-04-10,2023-05-18,العتيبية,ترخيص تجاري,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,38.0,3.0,نعم
MKC-2025048,2023-04-10,2023-06-18,الكعكية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,69.0,1.0,نعم
MKC-2028403,2023-04-10,,النسيم,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,قيد المعالجة,,,نعم
MKC-2025890,2023-04-10,2023-04-24,المسفلة,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,14.0,4.0,نعم
MKC-2026214,2023-04-10,2023-05-14,النوارية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,34.0,4.0,نعم
MKC-2028325,2023-04-10,2023-05-05,العتيبية,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مغلق - تم الحل,25.0,3.0,نعم
MKC-2023461,2023-04-10,2023-05-15,الهجرة,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,35.0,3.0,نعم
MKC-2028370,2023-04-10,,أجياد,شكوى باعة متجولين,شكوى,تطبيق بلدي,قيد المعالجة,,,نعم
MKC-2025516,2023-04-10,2023-04-29,الهجرة,شكوى مركبات مهملة,شكوى,تطبيق بلدي,محول لجهة أخرى,19.0,,نعم
MKC-2028518,2023-04-10,2023-04-16,النسيم,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,6.0,,نعم
MKC-2023260,2023-04-10,2023-04-12,جرول,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مرفوض,2.0,,نعم
MKC-2028324,2023-04-10,2023-04-21,الشرائع,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,11.0,3.0,نعم
MKC-2028418,2023-04-10,2023-06-03,الزاهر,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,54.0,,نعم
MKC-2023375,2023-04-11,2023-06-29,بطحاء قريش,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,79.0,2.0,نعم
MKC-2025911,2023-04-11,2023-04-18,الزاهر,ترخيص لافتات إعلانية,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,7.0,,نعم
MKC-2025902,2023-04-11,2023-05-24,الرصيفة,ترخيص تجاري,طلب ترخيص,حساب X (تويتر),قيد المعالجة,43.0,,نعم
MKC-2025382,2023-04-11,2023-05-16,المسفلة,ترخيص بناء,طلب ترخيص,حساب X (تويتر),محول لجهة أخرى,35.0,,نعم
MKC-2024914,2023-04-11,2023-06-07,جرول,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مرفوض,57.0,,نعم
MKC-2025952,2023-04-11,2023-04-24,النوارية,ترخيص تجاري,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,13.0,4.0,نعم
MKC-2025375,2023-04-11,2023-04-18,الشوقية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,7.0,4.0,نعم
MKC-2023468,2023-04-11,2023-04-15,جرول,شكوى إنارة شوارع,شكوى,مكتب فرعي بالحي,مرفوض,4.0,,نعم
MKC-2025359,2023-04-11,2023-04-26,بطحاء قريش,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,15.0,3.0,نعم
MKC-2027719,2023-04-11,2023-04-15,جرول,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,4.0,,نعم
MKC-2028077,2023-04-11,2023-04-15,بطحاء قريش,شكوى باعة متجولين,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,4.0,4.0,نعم
MKC-2024989,2023-04-11,2023-04-24,النوارية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,13.0,4.0,نعم
MKC-2023761,2023-04-11,2023-04-23,النسيم,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,12.0,5.0,نعم
MKC-2023848,2023-04-11,2023-04-21,أجياد,شكوى نظافة عامة,شكوى,تطبيق بلدي,مقبول ومنفذ,10.0,4.0,نعم
MKC-2027880,2023-04-11,2023-04-20,الجميزة,تجديد رخصة تجارية,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,9.0,2.0,نعم
